;1_1;1_2;1_3;1_4;1_5;1_6;1_7;1_8;1_9;1_10;1_11;1_12;1_13;1_14;1_16;1_17;1_18;1_21;1_22;2_1;2_2;2_3;2_4;2_5;2_6;2_7;2_8;2_9;2_10;2_11;2_12;2_13;2_14;2_16;2_17;2_18;2_21;2_22;3_1;3_2;3_3;3_4;3_5;3_6;3_7;3_8;3_9;3_10;3_11;3_12;3_13;3_14;3_16;3_17;3_18;3_21;3_22;4_1;4_2;4_3;4_4;4_5;4_6;4_7;4_8;4_9;4_10;4_11;4_12;4_13;4_14;4_16;4_17;4_18;4_21;4_22;5_1;5_2;5_3;5_4;5_5;5_6;5_7;5_8;5_9;5_10;5_11;5_12;5_13;5_14;5_16;5_17;5_18;5_21;5_22;6_1;6_2;6_3;6_4;6_5;6_6;6_7;6_8;6_9;6_10;6_11;6_12;6_13;6_14;6_16;6_17;6_18;6_21;6_22;7_1;7_2;7_3;7_4;7_5;7_6;7_7;7_8;7_9;7_10;7_11;7_12;7_13;7_14;7_16;7_17;7_18;7_21;7_22;8_1;8_2;8_3;8_4;8_5;8_6;8_7;8_8;8_9;8_10;8_11;8_12;8_13;8_14;8_16;8_17;8_18;8_21;8_22;9_1;9_2;9_3;9_4;9_5;9_6;9_7;9_8;9_9;9_10;9_11;9_12;9_13;9_14;9_16;9_17;9_18;9_21;9_22;10_1;10_2;10_3;10_4;10_5;10_6;10_7;10_8;10_9;10_10;10_11;10_12;10_13;10_14;10_16;10_17;10_18;10_21;10_22;11_1;11_2;11_3;11_4;11_5;11_6;11_7;11_8;11_9;11_10;11_11;11_12;11_13;11_14;11_16;11_17;11_18;11_21;11_22;12_1;12_2;12_3;12_4;12_5;12_6;12_7;12_8;12_9;12_10;12_11;12_12;12_13;12_14;12_16;12_17;12_18;12_21;12_22;13_1;13_2;13_3;13_4;13_5;13_6;13_7;13_8;13_9;13_10;13_11;13_12;13_13;13_14;13_16;13_17;13_18;13_21;13_22;14_1;14_2;14_3;14_4;14_5;14_6;14_7;14_8;14_9;14_10;14_11;14_12;14_13;14_14;14_17;14_18;14_22;16_1;16_2;16_3;16_4;16_5;16_6;16_7;16_8;16_9;16_10;16_11;16_12;16_13;16_14;16_16;16_17;16_18;16_22;17_1;17_2;17_3;17_4;17_5;17_6;17_7;17_8;17_9;17_10;17_11;17_12;17_13;17_14;17_16;17_17;17_18;17_21;17_22;18_1;18_2;18_3;18_4;18_5;18_6;18_7;18_8;18_9;18_10;18_11;18_12;18_13;18_14;18_16;18_17;18_18;18_21;18_22;21_1;21_2;21_3;21_4;21_5;21_6;21_7;21_8;21_9;21_10;21_11;21_12;21_13;21_17;21_18;21_22;22_1;22_2;22_3;22_4;22_5;22_6;22_7;22_8;22_9;22_10;22_11;22_12;22_13;22_14;22_16;22_17;22_18;22_21;22_22
39;157641;42847;9623;137438;105901;11731;1745;32372;6308;56696;62434;88919;2041;0;351;27832;6267;384;5830;49321;13366;3010;42851;33066;3727;523;9981;1920;17642;19435;27735;657;0;123;8029;1996;123;1804;11171;3058;666;9797;7557;837;120;2281;449;3981;4413;6307;147;0;24;1894;440;29;414;116024;31113;6890;101475;78462;8536;1320;23862;4700;41644;45864;65162;1439;0;213;21556;4566;292;4402;90799;24334;5393;79388;61075;6610;1036;18848;3695;32603;36166;50734;1119;0;177;17085;3585;235;3458;12997;3489;791;11308;8790;946;141;2702;509;4696;5114;7330;166;0;27;2150;540;32;502;1065;297;65;935;714;79;10;218;44;377;416;614;15;0;3;188;42;2;38;32258;8879;1974;28003;21402;2358;357;6555;1282;11651;12785;18268;418;0;84;5953;1262;70;1134;4932;1360;291;4320;3305;371;56;1018;190;1766;1934;2822;66;0;9;841;192;10;183;59076;16142;3641;51262;39497;4368;653;12039;2354;21115;23392;33205;761;0;153;10270;2331;139;2162;62892;17137;3838;54709;41884;4698;699;12860;2526;22546;24753;35388;819;0;150;11194;2464;149;2305;86987;23597;5274;76001;58816;6442;951;17727;3438;31273;34411;48828;1114;0;177;14976;3481;220;3249;2455;655;149;2169;1681;186;25;502;94;887;965;1390;28;0;6;405;103;6;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1335;369;87;1140;873;105;12;261;51;465;519;762;18;0;3;180;51;45;5888;1811;326;5504;3915;490;112;947;359;2090;2186;3804;75;0;0;1770;70;5;175;6097;1612;374;5356;4115;428;68;1268;248;2201;2442;3405;73;0;15;1250;231;14;228;740;205;45;610;465;56;8;160;30;273;297;406;10;115;30;28;5410;1476;326;4618;3542;378;62;1166;217;1958;2155;3011;65;0;15;1025;212;12;190
89;1896378;840319;38524;978167;706898;197405;42737;414362;23757;459326;802181;685589;50369;2732;3022;0;28269;0;55996;858337;379756;17101;440775;319659;89325;19261;186403;10692;208314;362100;309635;22715;1233;1460;0;12867;0;25633;43292;19523;861;22632;16249;4594;960;9519;571;10668;18410;15791;1167;63;85;0;640;0;1363;1059441;471337;21300;546535;394886;110599;23865;231870;13371;257336;447651;382595;28195;1518;1842;0;15734;0;32030;689818;305565;13865;355096;256686;71761;15469;150247;8609;167298;291634;249276;18268;976;1113;0;10223;0;20595;196091;86819;3890;100693;73073;20301;4429;42686;2419;47677;82817;70961;5181;270;338;0;2971;0;5821;41027;18235;846;21113;15362;4257;903;8935;525;9873;17365;14844;1095;62;64;0;598;0;1200;450550;200765;9129;232554;168101;47002;10157;98346;5709;109579;190676;162888;12008;638;779;0;6654;0;13572;26891;11980;521;13825;10033;2833;593;5835;325;6589;11346;9740;709;34;58;0;393;0;854;458182;202398;9114;235330;170409;47465;10380;99545;5657;110685;193389;165226;12124;632;731;0;6849;0;13582;802971;356428;16198;414253;299174;83631;18067;175180;10078;194715;339076;290092;21337;1158;1335;0;11983;0;23872;668271;296405;13399;344375;249039;69429;15041;145692;8330;162119;282588;241165;17747;951;1083;0;9989;0;19851;52875;23501;1059;27243;19733;5525;1184;11524;669;12839;22335;19088;1378;76;105;0;781;0;1631;3112;1383;63;1620;1175;336;67;694;44;781;1314;1134;83;3;0;41;108;4770;2028;83;2342;1755;470;108;997;46;1153;1961;1697;107;4;6;0;72;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26275;11549;536;13554;9853;2685;606;5778;335;6339;11089;9471;703;43;40;0;378;0;763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64780;28431;1241;32822;23859;6703;1466;13956;758;15620;27216;23239;1655;78;88;0;973;0;1891
85;228150;80226;6484;150986;135726;14678;1745;68133;7633;69872;87472;103223;8305;930;0;0;3358;0;15463;72550;25425;1988;48183;43361;4642;561;21815;2476;22507;27726;33050;2627;297;0;0;1071;0;4931;10416;3662;300;6840;6115;686;83;3019;330;3071;3983;4578;391;43;0;0;150;0;702;134962;47415;3735;89253;80660;8647;1039;40581;4600;41921;51621;61245;4923;559;0;0;1965;0;9145;121154;42519;3385;80080;72010;7738;930;36378;4095;37428;46445;54832;4410;495;0;0;1770;0;8175;17770;6206;514;11657;10502;1128;136;5192;592;5418;6785;7957;643;79;0;0;258;0;1216;1635;569;42;1076;970;104;10;484;57;514;621;734;56;7;0;0;22;0;113;46111;16379;1206;30906;27842;2920;361;14196;1611;14634;17650;21297;1697;189;0;0;691;0;3162;4535;1592;120;3014;2745;272;33;1431;153;1474;1720;2135;161;20;0;0;73;0;315;49780;17495;1354;32950;29832;3078;371;15279;1712;15576;19099;23006;1776;199;0;0;754;0;3417;94372;33068;2742;62166;55775;6127;724;27811;3122;28514;36046;42117;3436;383;0;0;1348;0;6336;73213;25936;1947;49158;44348;4571;571;22812;2563;23191;28092;33930;2685;297;0;0;1148;0;5008;7919;2797;209;5229;4710;509;64;2359;271;2472;3020;3579;276;35;0;0;112;0;541;422;155;7;287;265;17;3;149;16;155;155;225;13;1;0;10;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1374;511;25;996;890;78;13;492;53;485;535;679;56;4;0;0;21;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10901;3883;273;7352;6645;656;82;3429;387;3486;4155;5171;395;43;0;0;188;0;741
90;1927666;636099;61398;796843;582721;110544;39328;292272;30313;684789;716654;241821;41712;1463;17867;0;21160;0;52469;652285;214840;20903;269977;196698;37642;13339;98486;10101;231278;243134;81440;14114;483;6045;0;7292;0;17648;56442;18457;1770;23162;16989;3222;1166;8610;841;20098;20778;7195;1208;48;471;0;605;0;1571;815601;268599;26098;336610;246068;47177;16695;123444;12565;289829;303406;102184;17596;613;7349;0;9190;0;22168;587823;194278;18771;243248;177310;34069;12005;88970;9185;208975;218905;73540;12716;439;5395;0;6632;0;15949;127100;41734;4038;52164;38047;7260;2574;19086;1921;45162;47246;15930;2731;98;1120;0;1417;0;3454;31376;10277;994;12861;9451;1782;630;4780;471;11148;11539;4003;679;26;259;0;327;0;867;281216;93066;8910;116288;85062;16246;5732;42486;4478;100256;104489;35332;6065;208;2541;0;3132;0;7639;46283;15483;1499;19454;14059;2798;933;6910;741;16506;17556;5692;1012;28;461;0;601;0;1211;703759;232514;22322;290618;212397;40385;14304;106188;11067;249571;261863;88058;15218;523;6534;0;7784;0;19184;774022;254770;24762;319733;233459;44593;15785;117139;12045;274750;287661;96938;16706;587;7110;0;8663;0;21069;233467;77312;7325;96498;70692;13352;4709;35332;3746;83036;86740;29161;5036;173;2183;0;2541;0;6402;36848;12126;1192;15244;11124;2109;761;5615;548;13062;13654;4644;780;30;332;0;403;0;1003;501;173;12;208;157;23;10;84;11;184;172;69;10;0;0;2;14;23377;7731;789;9892;7121;1421;497;3591;358;8313;8829;2899;508;15;210;0;297;613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35796;11732;1135;14619;10652;2092;717;5336;530;12719;13348;4477;757;27;312;0;406;0;975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49659;16464;1549;20524;15043;2838;1005;7545;817;17580;18399;6182;1077;38;479;0;533;0;1326
116;1365378;541784;16599;754557;609535;99889;5787;383259;34506;237083;519811;431229;67366;0;1392;0;6778;0;4295;602092;239086;7428;332578;268708;44071;2544;168753;15417;104039;229171;189678;29888;0;596;0;2947;0;1928;24726;9872;300;13629;11086;1805;109;6855;671;4259;9370;7732;1253;0;24;0;113;0;79;792651;315134;9771;437580;353641;58005;3313;222618;20092;137462;301799;250434;39127;0;790;0;3992;0;2513;616991;244756;7464;340871;274911;45004;2585;172691;15470;107042;234850;195091;30394;0;625;0;3083;0;1921;110042;43813;1370;60867;49230;8001;466;30963;2825;19137;41809;34675;5492;0;111;0;559;0;336;4131;1608;41;2303;1867;296;15;1139;92;708;1577;1331;203;0;4;0;20;0;14;405222;161331;5070;223854;181243;29616;1723;113526;10354;70158;154263;127898;20134;0;393;0;1993;0;1267;43185;17107;504;23900;19404;3144;190;12065;1081;7456;16439;13634;2132;0;44;0;199;0;138;230716;91797;2816;127426;102944;16804;990;64833;5845;39903;87907;72799;11391;0;230;0;1118;0;718;539762;214401;6655;298177;240772;39598;2269;151494;13688;93496;205120;170333;26579;0;541;0;2678;0;1740;431637;171546;5318;238158;192233;31619;1801;121096;10900;74927;164269;135981;21315;0;432;0;2116;0;1360;76445;30316;922;42305;34160;5557;319;21365;1957;13230;29188;24099;3741;0;77;0;381;0;245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261;96;1;146;117;16;2;84;3;53;100;90;10;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19670;8125;287;10984;8789;1473;76;5639;553;3410;7578;6236;1011;0;14;0;120;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5623;2224;71;3103;2531;426;22;1595;144;980;2106;1772;277;0;6;0;29;0;15
117;930930;367388;25954;645650;571837;32905;26677;236896;30933;329657;360536;440736;40969;2982;0;937;590;0;81738;353332;139128;9861;245090;216916;12460;10190;89735;11773;125092;136812;166924;15549;1146;0;475;215;0;31280;27281;10731;741;18560;16576;968;742;6973;893;9635;10468;12864;1221;77;0;55;24;0;2283;556915;220078;15799;387640;342684;19866;16222;141283;18359;196554;215394;262713;24585;1799;0;495;334;0;48927;522893;206540;14702;363878;321201;18567;15130;132772;17376;184853;202598;247159;22954;1706;0;434;332;0;45984;29885;11828;826;20660;18325;1035;853;7606;998;10593;11566;14131;1327;94;0;66;18;0;2581;17003;6706;506;11970;10534;619;496;4335;543;5986;6529;7929;752;56;0;8;10;0;1481;259964;102457;7223;179401;159156;9138;7313;66066;8726;92127;100690;123153;11412;828;0;272;188;0;22735;31857;12515;901;22167;19516;1118;929;8018;1035;11212;12384;15049;1371;107;0;4;21;0;2873;336463;132572;9397;233374;206523;11855;9630;85505;11236;118828;130518;159355;14727;1084;0;254;221;0;29693;358819;141444;10085;248893;220056;12676;10335;91138;11858;126658;138601;169508;15821;1140;0;469;229;0;31706;438324;173108;12252;304651;269329;15493;12679;111263;14575;154917;169880;207046;19236;1440;0;353;267;0;38687;43661;17187;1197;30037;26770;1525;1232;11156;1481;15529;16853;20692;1891;141;0;40;29;0;3829;1113;438;40;844;700;44;40;264;31;380;441;492;45;3;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24998;9557;686;16244;14804;808;600;6644;870;9018;9544;11883;1138;57;0;171;38;0;2196;2140;841;54;1428;1272;74;54;540;71;755;825;1021;95;6;0;0;1;0;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79332;31024;2319;55031;48652;2847;2295;20217;2555;27891;30480;37305;3487;249;0;46;57;0;6903
125;835278;296767;6111;668167;567839;42764;9348;280530;63998;277325;328788;444665;48592;591;0;0;12607;0;6460;295427;104653;2118;236589;200660;15042;3299;99286;22458;98122;116089;157205;17154;203;0;0;4474;0;2298;15870;5668;136;12795;10730;876;181;5296;1205;5233;6232;8372;866;16;0;0;222;0;118;627419;222327;4239;501501;426552;31736;6927;211347;47871;208803;246801;334072;36647;420;0;0;9596;0;4905;526039;186808;3652;421140;357435;26711;5838;176747;40229;175232;207196;280342;30612;369;0;0;8017;0;4067;47746;17018;314;38404;32509;2415;516;16137;3575;15975;18837;25474;2760;35;0;0;719;0;380;11340;4029;91;9105;7698;604;120;3782;869;3741;4489;6001;659;9;0;0;168;0;90;261237;92616;1827;208491;177727;13193;2922;87571;20053;86970;102738;139116;15231;181;0;0;3945;0;2002;58837;21052;410;47319;40141;3075;651;19752;4465;19713;23252;31352;3378;50;0;0;895;0;443;247633;87826;1669;198009;168244;12445;2755;83144;18857;82215;97606;131974;14403;163;0;0;3818;0;1926;312540;111079;2200;250191;212420;15883;3447;105086;23868;103770;122760;166337;18241;217;0;0;4752;0;2430;413887;146907;2916;331256;281402;21006;4623;139100;31728;137610;163007;220116;24142;291;0;0;6323;0;3208;31574;11242;188;25477;21840;1580;333;10747;2512;10769;12511;17026;1891;23;0;0;495;0;242;702;255;1;582;477;35;7;238;45;243;279;373;39;0;0;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8081;2854;50;6436;5519;401;88;2759;625;2678;3184;4301;497;4;0;0;120;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3884;1366;18;3111;2701;180;38;1350;317;1322;1538;2104;254;2;0;0;66;0;28
146;52326;16803;2512;24017;23114;4087;826;19310;1744;15194;20065;20535;241;0;324;15153;0;0;239;15597;4950;751;7146;6851;1220;243;5735;526;4564;5998;6090;75;0;100;4607;0;0;72;3968;1249;190;1795;1724;295;59;1381;122;1068;1504;1522;16;0;20;925;0;0;27;21343;6854;1005;9730;9442;1677;327;7952;738;6281;8207;8382;97;0;140;6361;0;0;89;19978;6449;936;9178;8778;1597;292;7462;681;5961;7710;7822;93;0;133;6173;0;0;85;3041;980;145;1403;1329;231;54;1159;99;887;1156;1195;14;0;22;1050;0;0;12;794;257;41;373;373;56;10;306;33;253;297;323;5;0;5;235;0;0;0;11794;3865;539;5488;5306;953;174;4560;445;3763;4574;4707;63;0;93;4121;0;0;34;524;174;18;242;250;55;2;227;21;186;197;216;2;0;7;329;0;0;0;6838;2236;292;3239;3083;609;87;2765;290;2278;2739;2752;35;0;65;2914;0;0;8;18815;6002;896;8593;8250;1484;303;6946;643;5421;7140;7380;84;0;120;5515;0;0;82;17373;5610;818;7998;7739;1379;262;6525;603;5204;6660;6786;84;0;117;5358;0;0;65;83;25;4;43;40;8;0;33;5;33;36;33;0;0;1;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;22431;6993;1395;9879;9255;1502;345;7015;483;4974;8405;8214;69;0;116;6670;0;0;276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1057;328;53;471;447;76;20;350;28;264;398;403;4;0;4;188;0;0;6
151;160461;54171;8838;93831;76092;8124;2721;27507;2961;25675;69738;76763;4089;860;0;1809;2001;0;1480;52992;17766;2845;30974;25128;2639;883;9066;961;8519;22959;25326;1364;277;0;648;660;0;506;9306;3203;496;5263;4401;443;165;1597;173;1460;3972;4427;225;45;0;144;112;0;92;81372;27427;4625;47586;38377;4285;1382;13871;1540;13003;35415;38937;2045;449;0;720;1014;0;704;75297;25335;4143;44126;35511;3858;1260;12777;1391;11994;32785;35747;1910;402;0;783;929;0;692;6051;2086;357;3440;2817;300;109;1039;116;941;2615;2886;140;32;0;63;74;0;44;4650;1574;251;2635;2211;216;78;779;86;734;1972;2173;115;22;0;54;54;0;48;23523;7944;1283;13939;11253;1211;391;4005;443;3808;10245;11337;601;125;0;243;282;0;226;3843;1307;211;2168;1813;184;70;637;66;602;1648;1779;90;18;0;54;48;0;36;23087;7735;1292;13571;10968;1209;384;3932;430;3655;10006;10997;588;129;0;216;284;0;206;65208;22023;3644;38127;30761;3335;1122;11175;1208;10462;28203;31192;1652;354;0;666;819;0;590;64420;21735;3541;38004;30736;3339;1064;11073;1209;10417;28070;30876;1651;348;0;684;810;0;596;2715;904;159;1663;1294;160;41;479;54;444;1204;1337;66;19;0;9;36;0;20;274;101;19;169;132;18;4;55;6;43;122;150;5;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3294;1053;144;2061;1620;162;63;567;54;558;1476;1557;99;18;0;36;45;0;36;1968;663;112;1149;940;101;37;348;36;318;847;933;48;12;0;18;21;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1922;628;100;1150;910;106;30;314;36;310;838;898;52;10;0;18;24;0;15
152;79401;25103;2631;57408;31849;3394;472;13396;1515;12780;37879;31264;1646;439;0;0;1121;0;444;26368;8256;865;18998;10515;1118;155;4438;487;4254;12478;10381;545;145;0;0;371;0;124;1758;554;55;1369;718;76;10;290;38;304;865;706;39;11;0;0;29;0;4;53115;16735;1678;38226;21638;2180;336;9020;1018;8415;25216;21013;1075;310;0;0;684;0;386;30794;9738;1009;21851;12246;1306;166;5228;588;4862;14536;12060;613;168;0;0;417;0;210;2591;817;89;1975;1049;105;13;421;53;438;1264;1035;58;16;0;0;43;0;8;1124;361;34;772;462;47;6;196;17;170;540;435;20;5;0;0;14;0;12;15332;4850;502;10924;6076;659;92;2556;283;2444;7269;5960;299;81;0;0;212;0;82;879;287;28;644;354;37;7;149;15;140;427;344;19;5;0;0;12;0;6;10362;3228;334;7651;4244;432;62;1732;208;1653;4924;4135;226;63;0;0;137;0;56;37931;12032;1225;27414;15294;1586;220;6411;713;6096;17955;14929;783;208;0;0;519;0;250;30581;9614;999;21922;12275;1290;185;5200;586;4855;14521;11935;608;175;0;0;410;0;194;748;229;27;587;329;32;4;133;17;122;357;322;15;6;0;0;10;0;4;359;113;11;244;146;14;3;63;7;53;172;135;6;1;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475;145;15;424;211;17;2;76;12;95;241;210;14;4;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1152;392;40;722;418;52;4;206;18;176;510;426;20;4;0;0;16;0;6
177;4975435;1916534;218208;1859633;1283578;347297;51559;857486;50233;857723;1749223;1667904;114080;326;26835;138321;34846;7228;160573;1951496;750925;85521;728553;502704;135837;20136;335466;19674;336369;685152;653318;44698;131;10492;54974;13725;2845;62723;157237;60373;7021;58432;40278;11081;1643;27167;1559;26716;55529;52433;3644;8;828;4431;1105;254;5047;1973692;761037;86153;737505;509456;137455;20413;339387;19991;340462;693310;661776;45151;116;10648;54487;13876;2835;63605;1369777;528362;59801;512359;353220;95401;14243;235493;13845;235612;481773;459091;31329;65;7517;36957;9631;1943;44082;353113;136335;15337;132275;91301;24531;3605;60570;3567;61054;124018;118421;8099;25;1885;9910;2480;524;11466;49401;19096;2165;18467;12669;3499;496;8503;499;8468;17494;16552;1155;4;252;1743;362;73;1663;846214;326574;37093;316713;218647;59310;8777;145530;8589;145677;297828;283748;19432;53;4537;22868;5927;1239;27288;50727;19558;2249;18889;13067;3537;525;8691;496;8648;17842;17009;1143;1;282;1263;352;73;1614;1028967;396779;44446;386108;267306;71702;10668;177243;10488;178503;361023;346442;23451;69;5614;27111;7149;1404;33265;1696037;653640;74419;633470;436599;118406;17450;291852;17102;291993;595686;567612;39028;114;9055;48007;12026;2500;55001;1827836;705090;79419;684444;472737;127555;18904;314572;18447;316142;642324;613278;41809;119;9894;50231;12769;2587;59090;106770;41122;4686;39899;27541;7441;1085;18368;1097;18409;37412;35751;2415;6;568;2764;754;159;3428;2829;1095;111;1099;776;197;28;487;31;529;978;989;64;0;51;18;94;33110;12802;1433;12437;8462;2333;356;5723;326;5748;11693;11158;762;4;171;1399;233;1130;511609;197582;20083;195803;136289;35822;4849;88372;5329;96077;176945;178017;11656;155;2515;21115;3508;568;17935;31409;12021;1394;11639;8030;2182;310;5413;320;5409;10906;10499;716;3;166;818;210;49;981;2237;833;103;810;580;142;23;381;23;390;776;737;51;50;14;64;195942;75815;8400;73690;50951;13620;1953;33732;2002;34309;68395;66114;4482;19;1017;5343;1392;275;6328
180;67161;23674;2322;25705;26536;3234;1540;12036;399;9251;27917;19573;226;0;0;0;240;0;732;22568;7875;785;8651;8959;1087;516;4097;130;3155;9329;6599;74;0;0;0;80;0;252;2082;727;66;765;811;100;43;353;10;271;844;604;6;0;0;0;10;0;24;21638;7603;783;8256;8593;1019;494;3915;130;3032;8952;6365;67;0;0;0;64;0;258;24844;8681;869;9467;9730;1172;562;4431;146;3425;10255;7231;79;0;0;0;79;0;280;4473;1559;152;1690;1768;210;96;809;26;611;1863;1311;14;0;0;0;21;0;42;662;240;29;280;278;30;15;127;6;105;279;200;2;0;0;0;1;0;12;12920;4471;463;4857;5089;619;281;2278;90;1743;5325;3813;36;0;0;0;66;0;136;702;248;26;257;274;37;12;114;3;81;293;212;2;0;0;0;4;0;6;6530;2263;245;2515;2595;292;153;1181;48;903;2700;1903;17;0;0;0;22;0;86;28601;10075;1004;10914;11305;1371;645;5147;169;3922;11781;8392;89;0;0;0;111;0;308;20430;7135;704;7696;8029;978;454;3599;115;2784;8394;5886;62;0;0;0;76;0;218;141;52;6;62;61;7;4;32;1;26;65;47;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1962;676;62;710;761;105;35;342;14;236;813;578;6;0;0;0;15;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
198;2017036;880523;139538;969499;708619;151765;43422;453322;19948;427078;840392;698853;29904;279;23977;4713282;18797;2646;96971;774893;339076;53079;373003;273837;57824;16577;174516;7477;165186;322679;269453;11373;74;9071;1785145;7245;942;36510;169848;73817;11781;81514;59021;12937;3623;37871;1676;35583;70974;58384;2500;44;2050;393282;1586;217;8217;945078;412269;65248;453628;332143;71059;20343;212073;9377;200329;393446;327345;14022;138;11192;2208643;8839;1253;45346;625357;273299;43235;300649;220116;46717;13323;140808;6108;133003;260420;217211;9270;57;7403;1452661;5798;817;29753;179720;78136;12473;86186;62843;13530;3918;40193;1840;37875;74720;62069;2691;26;2140;428507;1675;259;8779;51001;22151;3615;24448;17885;3837;1081;11438;530;10722;21203;17649;785;4;618;123434;461;78;2525;418584;183100;28965;201529;147368;31417;8960;93961;4114;88951;174505;145069;6179;51;4963;974351;3896;535;20006;28268;12299;2020;13495;9828;2120;598;6302;276;5924;11792;9680;433;3;349;67748;266;43;1372;380540;166062;26325;182777;133925;28455;8172;85517;3724;80601;158424;131850;5627;35;4538;888163;3551;504;18191;819042;357945;56230;393732;288044;61570;17619;183979;8032;173628;340725;283850;12060;117;9750;1887364;7638;1040;39015;663249;289219;46028;318789;232981;49801;14217;149183;6592;140706;276178;229503;9881;92;7861;1562786;6156;877;31978;36393;15819;2582;17427;12642;2754;766;8143;359;7639;15198;12493;528;8;442;87933;337;49;1782;3739;1574;264;1768;1271;304;90;817;45;769;1535;1264;58;1;9521;34;206;20221;9057;1338;9774;7205;1490;416;4585;179;4306;8422;7055;284;0;231;41207;191;874;6241795;2708127;446480;2988066;2168131;471238;132857;1392251;63124;1303943;2616814;2134348;92016;1385;78759;14864878;58068;9280;307269;15356;6763;1032;7362;5490;1130;338;3482;142;3283;6404;5370;224;0;183;34633;136;19;690;5390;2354;399;2559;1839;401;110;1201;53;1104;2264;1835;83;12532;49;269;152145;65666;10879;72826;52583;11681;3303;33810;1604;31657;63409;52094;2310;42;1854;368903;1418;227;7626
199;182106;84960;8476;125485;94383;7223;1999;55201;4131;46104;80332;87669;7683;0;0;17054;0;187;2985;75100;34980;3562;52188;38857;2975;791;22458;1697;19018;32954;35935;3126;0;0;7163;0;66;1196;8436;3858;378;5766;4379;340;94;2523;193;2115;3738;4036;345;0;0;975;0;11;138;135443;62292;6330;93096;70738;5435;1483;41221;3101;34744;60182;65478;5679;0;0;14976;0;161;2211;119433;54953;5533;82190;62481;4808;1320;36680;2738;30775;53350;58064;5056;0;0;13696;0;146;1886;7877;3650;360;5365;4042;300;89;2394;176;1970;3479;3775;328;0;0;817;0;9;126;2229;1064;102;1541;1158;86;21;688;52;561;976;1066;96;0;0;151;0;2;38;64995;30277;3049;44747;33766;2581;705;19701;1480;16519;28720;31357;2769;0;0;6862;0;70;1036;5533;2543;255;3811;2926;224;60;1704;120;1443;2485;2701;230;0;0;654;0;7;86;58388;26827;2729;39992;30467;2355;650;17908;1325;14878;26000;28321;2469;0;0;6751;0;76;935;94224;43631;4354;64666;48956;3746;1047;28791;2139;23997;41616;45503;3969;0;0;9555;0;112;1521;102591;47540;4784;70602;53446;4100;1139;31328;2339;26174;45532;49455;4337;0;0;10966;0;116;1617;8021;3764;383;5553;4148;322;86;2405;186;2029;3545;3853;325;0;0;841;0;8;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37910;16952;1573;24336;18518;1458;486;11247;802;8992;16744;17699;1525;0;0;4095;0;79;656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417;199;17;271;208;16;5;129;9;97;177;199;18;12;0;6;3055;1454;142;2109;1654;124;32;954;74;795;1369;1533;136;0;0;254;0;4;45
